country_code,code,label_fr
BE,Nace2003-6713007,l'émission de chèques-repas
BE,Nace2003-6713008,"la mise à disposition de coffres-forts, etc."
BE,Nace2003-672,Auxiliaires d'assurances et des caisses de retraite
BE,Nace2003-6720,Auxiliaires d'assurances et des caisses de retraite
BE,Nace2003-67201,Agents et courtiers d'assurances
BE,Nace2003-6720101,agents et courtiers d'assurances
BE,Nace2003-67202,Experts en dommages et risques
BE,Nace2003-6720201,experts en dommages et risques
BE,Nace2003-67203,Autres auxiliaires d'assurances
BE,Nace2003-6720301,autres auxiliaires d'assurances
BE,Nace2003-70,Activités immobilières
BE,Nace2003-701,Promotion immobilière et marchands de biens immobiliers
BE,Nace2003-7011,Promotion immobilière
BE,Nace2003-70111,Promotion immobilière de logements
BE,Nace2003-7011101,la promotion immobilière de maisons d'habitation neuves ou de travaux de rénovation
BE,Nace2003-7011102,la promotion immobilière d'immeubles résidentiels
BE,Nace2003-70112,Promotion immobilière de bureaux
BE,Nace2003-7011201,promotion immobilière de bureaux
BE,Nace2003-70113,Promotion immobilière d'infrastructures
BE,Nace2003-7011301,"la promotion immobilière de: centres commerciaux et industriels, hôtels, zones d'activités et marchés, ports de plaisance, autoroutes, stations de sports d'hiver, etc."
BE,Nace2003-7011302,l'aménagement ou la rénovation de zones urbaines par voie de promotion
BE,Nace2003-7011303,le lotissement foncier
BE,Nace2003-7011304,l'aménagement et le remembrement de zones rurales
BE,Nace2003-7011305,l'aménagement de parcelles de cimetières
BE,Nace2003-7012,Marchands de biens immobiliers
BE,Nace2003-70120,Marchands de biens immobiliers
BE,Nace2003-7012001,"les activités de transactions sur biens immobiliers tels que: immeubles résidentiels et maisons d'habitation, immeubles non résidentiels, terres et terrains"
BE,Nace2003-7012002,"les transactions sur biens propres tels que fonds de commerce, droits à bail et pas de porte (reprise)"
BE,Nace2003-702,Location de biens immobiliers propres
BE,Nace2003-7020,Location de biens immobiliers propres
BE,Nace2003-70201,"Location d'habitations, à l'exclusion des logements sociaux"
BE,Nace2003-7020101,"la location d'appartements et de maisons, vides ou meublés, destinés à l'habitation"
BE,Nace2003-7020102,la location de longue durée en hôtels-appartements
BE,Nace2003-7020103,l'exploitation de biens immobiliers en multipropriété
BE,Nace2003-70202,Location de logements sociaux
BE,Nace2003-7020201,la promotion immobilière à objectif locatif par des sociétés de logements sociaux
BE,Nace2003-70203,"Location d'immeubles non résidentiels, y compris les salles d'exposition"
BE,Nace2003-7020301,"la location d'immeubles non résidentiels ( bureaux, espaces commerciaux, halls d'exposition, etc.)"
BE,Nace2003-7020302,la location à l'année de boxes ou de lieux de garage de véhicules
BE,Nace2003-7020303,la location de fonds de commerce (dans un système de gérances libres)
BE,Nace2003-70204,Location de terres et terrains
BE,Nace2003-7020401,la location de terrains ( bâtis ou non) à usage agricole
BE,Nace2003-7020402,la location à l'année d'emplacements de caravanes
BE,Nace2003-703,Activités immobilières pour compte de tiers
BE,Nace2003-7031,Agences immobilières
BE,Nace2003-70311,"Agences immobilières et intermédiaires en achat, vente et location de biens immobiliers"
BE,Nace2003-7031101,"agences immobilières et intermédiaires en achat, vente et location de biens immobiliers"
BE,Nace2003-70312,Estimation et évaluation de biens immobiliers
BE,Nace2003-7031201,estimation et évaluation de biens immobiliers
BE,Nace2003-7032,Administration de biens immobiliers pour compte de tiers
BE,Nace2003-70321,Administration d'immeubles résidentiels
BE,Nace2003-7032101,la prise en charge au nom du (ou des) propriétaire(s) de l'ensemble des services nécessaires au fonctionnement des immeubles gérés (immeubles résidentiels)
BE,Nace2003-7032102,la collecte des loyers (immeubles résidentiels)
BE,Nace2003-70322,Administration d'autres biens immobiliers
BE,Nace2003-7032201,la prise en charge au nom du (ou des) propriétaire (s) de l'ensemble des services nécessaires au fonctionnement des immeubles gérés (immeubles non résidentiels)
BE,Nace2003-7032202,la collecte des loyers (immeubles non résidentiels)
BE,Nace2003-71,Location de machines et de matériel sans opérateur et d'autres biens mobiliers
BE,Nace2003-711,Location de véhicules automobiles
BE,Nace2003-7110,Location de véhicules automobiles
BE,Nace2003-71100,Location de véhicules automobiles
BE,Nace2003-7110001,la location à court terme de voitures particulières sans chauffeur
BE,Nace2003-7110002,la location à longue durée de voitures particulières sans chauffeur
BE,Nace2003-7110003,"la location à court terme ou la location-bail de véhicules utilitaires légers (max. 3,5 t) sans conducteur"
BE,Nace2003-712,Location d'autres matériels de transport
BE,Nace2003-7121,Location d'autres matériels de transport terrestre
BE,Nace2003-71210,Location d'autres matériels de transport terrestre
BE,Nace2003-7121001,"la location et la location-bail de matériels de transport terrestre,sans chauffeur, à l'excl.de voitures particulières et de véhicules utilit.légers: véhicules de chem.de fer, camions,tract.de halage,"
BE,Nace2003-7122,Location de matériels de transport par eau
BE,Nace2003-71220,Location de matériels de transport par eau
BE,Nace2003-7122001,"la location et la location-bail de matériels de transport maritime et fluvial tels que bateaux, cargos et navires de transport, sans équipage"
BE,Nace2003-7123,Location de matériels de transport aérien
BE,Nace2003-71230,Location de matériels de transport aérien
BE,Nace2003-7123001,"la location et la location-bail de matériels de transport aérien, sans pilote"
BE,Nace2003-713,Location d'autres machines et équipements
BE,Nace2003-7131,Location de matériel agricole
BE,Nace2003-71310,Location de matériel agricole
BE,Nace2003-7131001,la location de tracteurs agricoles et de motoculteurs
BE,Nace2003-7131002,"la location de machines et équipements pour l'agriculture, l'élevage et l'exploitation forestière, sans opérateur (= la location des produits fabriqués dans le groupe 29.3)"
BE,Nace2003-7132,Location de machines et équipements pour la construction
BE,Nace2003-71320,Location de machines et équipements pour la construction
BE,Nace2003-7132001,"la location et la location-bail de machines et équipements pour le bâtiment et le génie-civil, sans opérateur (grues, bouteurs, bétonnières, etc.)"
BE,Nace2003-7132002,"la location d'échafaudages et de plates-formes de travail, sans montage ni démontage"
BE,Nace2003-7133,Location de machines de bureau et de matériel informatique
BE,Nace2003-71330,Location de machines de bureau et de matériel informatique
BE,Nace2003-7133001,"la location et la location-bail de machines et équipements de bureau, sans opérateur: ordinateurs,machines et matériels informatiques,duplicateurs, machines à écrire et de traitem. de texte, matériel"
BE,Nace2003-7133002,"la location, ou la redevance d'utilisation, de logiciels"
BE,Nace2003-7134,Location d'autres machines et équipements
BE,Nace2003-71340,Location d'autres machines et équipements
BE,Nace2003-7134001,"la location et la location-bail de moteurs et turbines, compresseurs, machines-outils, sans opérateur"
BE,Nace2003-7134002,"la location et la location-bail de matériels de radiodiffusion, de télévision et de communication, sans opérateur"
BE,Nace2003-7134003,"location et la location-bail de matériels de mesure et de contrôle, sans opérateur"
BE,Nace2003-7134004,"la location et la location-bail d'autres machines et matériels à usage scientifique, commercial et industriel, y compris les machines automatiques de vente de produits, sans opérateur"
BE,Nace2003-7134005,"la location et la location-bail de chapiteaux pour expositions, fêtes d'entreprises, concerts, etc., sans opérateur"
BE,Nace2003-7134006,"la location et la location-bail de machines à sous et jeux, électroniques ou non, pour cafés, casinos, etc."
BE,Nace2003-714,Location de biens personnels et domestiques
BE,Nace2003-7140,Location de biens personnels et domestiques
BE,Nace2003-71401,"Location de machines-outils, d'outils à main et de matériel de bricolage"
BE,Nace2003-7140101,location de machines-outils et de matériel de bricolage
BE,Nace2003-7140102,la location de tondeuses à gazon
BE,Nace2003-71402,"Location de vidéocassettes, bandes-vidéo, DVD, disques et CD"
BE,Nace2003-7140201,la location de vidéocassettes et bandes-vidéo
BE,Nace2003-7140202,"la location de disques, de disques compacts, etc."
BE,Nace2003-71403,Location de téléviseurs et d'autres appareils audiovisuels
BE,Nace2003-7140301,la location de téléviseurs et d'autres appareils audio-visuels
BE,Nace2003-71404,"Location de vaisselle, couverts, verrerie, articles pour la cuisine et la table, appareils électriques et électroménagers, etc."
BE,Nace2003-7140401,"la location de vaisselle, couverts, verrerie, appareils électroménagers, etc."
BE,Nace2003-71405,"Location de textiles, d'habillement et de chaussures"
BE,Nace2003-7140501,"la location de textiles, d'habillement et de chaussures"
BE,Nace2003-7140502,"la location de costumes de scène, de vêtements de carnaval, de vêtements de cérémonie, de bijoux, etc."
BE,Nace2003-71406,Location d'articles de sport et de camping
BE,Nace2003-7140601,la location d'articles de sport et de camping
BE,Nace2003-7140602,la location de bicyclettes
BE,Nace2003-7140603,la location d'embarcations de plaisance
BE,Nace2003-71407,Location de matériel médical et paramédical
BE,Nace2003-7140701,la location de matériel médical et paramédical
BE,Nace2003-71408,Location d'autres biens personnels et domestiques
BE,Nace2003-7140801,la location de décors
BE,Nace2003-7140802,la location de livres et périodiques
BE,Nace2003-7140803,la location de fleurs et plantes
BE,Nace2003-7140804,la location d'instruments de musique
BE,Nace2003-7140805,"la location d'autres biens personnels et domestiques,n.d.a."
BE,Nace2003-72,Activités informatiques
BE,Nace2003-721,Conseil en systèmes informatiques
BE,Nace2003-7210,Conseil en systèmes informatiques
BE,Nace2003-72100,Conseil en systèmes informatiques
BE,Nace2003-7210001,les activités de conseil concernant le type et la configuration du matériel informatique et les applications logicielles: analyse des besoins et des problèmes des utilisateurs et présentation de la so
BE,Nace2003-7210002,les activités des intégrateurs de réseaux
BE,Nace2003-722,Réalisation de logiciels
BE,Nace2003-7220,Réalisation de programmes et de logiciels
BE,Nace2003-72200,Réalisation de programmes et de logiciels
BE,Nace2003-7220001,"analyse, conception, programmation et éventuellement édition de systèmes prêts à l'emploi, y compris les d'identification automatique de données: développement, production, fourniture et documentation"
BE,Nace2003-7220002,les services de conseil en logiciels
BE,Nace2003-7220003,les services d'assistance à la mise en oeuvre de logiciels
BE,Nace2003-7221,Edition de logiciels
BE,Nace2003-72210,Edition de logiciels
BE,Nace2003-7222,Autres activités de réalisation de logiciels
BE,Nace2003-72220,Autres activités de réalisation de logiciels
BE,Nace2003-723,Traitement de données
BE,Nace2003-7230,Traitement de données
BE,Nace2003-72300,Traitement de données
BE,Nace2003-7230001,"le traitement en continu ou non de données à l'aide, soit du programme du client, soit d'un programme propre à un constructeur: service de saisie de données, traitement complet de données"
BE,Nace2003-7230002,la gestion et l'exploitation en continu de matériel informatique appartenant à des tiers
BE,Nace2003-724,Activités de banques de données
BE,Nace2003-7240,Activités de banques de données
BE,Nace2003-72400,Activités de banques de données
BE,Nace2003-7240001,"la création de banques de données par l'assemblage et l'interprétation éventuelle de données provenant d'une ou plusieurs sources: horaires, catalogues, industriels, données scientifiques,information"
BE,Nace2003-7240002,le stockage de données: préparation d'un enregistrement informatique de ces informations selon une structure prédéterminée
BE,Nace2003-7240003,"la mise à disposition de banques de données: fournir les données dans un certain ordre ou séquence, par accès direct (on-line), ou rendre les données, triées sur demande, accessibles aux utilisateurs"
BE,Nace2003-725,Entretien et réparation de machines de bureau et de matériel informatique
BE,Nace2003-7250,Entretien et réparation de machines de bureau et de matériel informatique
BE,Nace2003-72500,Entretien et réparation de machines de bureau et de matériel informatique
BE,Nace2003-7250001,l'entretien et la réparation d'ordinateurs et de matériel informatique périphérique
BE,Nace2003-7250002,l'entretien et la réparation de machines comptables et autres machines de bureau
BE,Nace2003-726,Autres activités rattachées à l'informatique
BE,Nace2003-7260,Autres activités rattachées à l'informatique
BE,Nace2003-72600,Autres activités rattachées à l'informatique
BE,Nace2003-7260001,autres activités rattachées à l'informatique
BE,Nace2003-73,Recherche et développement
BE,Nace2003-731,Recherche et développement en sciences physiques et naturelles
BE,Nace2003-7310,Recherche et développement en sciences physiques et naturelles
BE,Nace2003-73100,Recherche et développement en sciences physiques et naturelles
BE,Nace2003-7310001,"les études systématiques et les efforts de création entrepris dans divers types de recherche-développement en sciences naturelles (mathématiques,physiques,astronomie,chimie, sciences médicales et biol"
BE,Nace2003-732,Recherche et développement en sciences humaines et sociales
BE,Nace2003-7320,Recherche et développement en sciences humaines et sociales
BE,Nace2003-73200,Recherche et développement en sciences humaines et sociales
BE,Nace2003-7320001,"les études systématiques et les efforts de création entrepris dans divers types de recherche-développement en sciences sociales et humaines (économie, psychologie, sociologie, droit, linguistique et l"
BE,Nace2003-74,Autres services fournis principalement aux entreprises
BE,Nace2003-741,Conseil et assistance fournis aux entreprises
BE,Nace2003-7411,Activités juridiques
BE,Nace2003-74111,Cabinets d'avocats et conseillers juridiques
BE,Nace2003-7411101,cabinets d'avocats et conseillers juridiques
BE,Nace2003-74112,Étude de notaire
BE,Nace2003-7411201,Etude de notaire
BE,Nace2003-74113,Cabinet d'huissier
BE,Nace2003-7411301,cabinet d'huissier
BE,Nace2003-74114,Autre assistance juridique
BE,Nace2003-7411401,autre assistance juridique
BE,Nace2003-7412,Activités comptables
BE,Nace2003-74121,Comptables
BE,Nace2003-7412101,les activités de conseil en matière comptable et l'organisation des services comptables pour des tiers
BE,Nace2003-7412102,"l'ouverture, la tenue, la centralisation et la clôture des écritures comptables propres à l'établissement des comptes"
BE,Nace2003-7412103,la détermination des résultats et la rédaction des comptes annuels dans la forme de requise par les dispositions légales en la matière
BE,Nace2003-74122,Experts-comptables
BE,Nace2003-7412201,les activités des membres et des stagiaires de l'Institut des Experts-Comptables
BE,Nace2003-74123,Réviseurs d'entreprises
BE,Nace2003-7412301,les activités des membres et des stagiaires de l'Institut des Réviseurs d'entreprises
BE,Nace2003-74124,Conseillers fiscaux
BE,Nace2003-7412401,l'établissement de déclarations fiscales pour les particuliers et les entreprises
BE,Nace2003-7412402,"les activités de conseil et de représentation (autre que la représentation juridique), pour le compte de clients, devant l'administration fiscale"
BE,Nace2003-7413,Études de marché et sondages
BE,Nace2003-74131,Bureau d'étude de marché
BE,Nace2003-7413101,"les études portant sur le potentiel commercial de produits, leur acceptation et leur connaissance par le public ainsi que sur les habitudes d'achat des consommateurs aux fins de la promotion des vente"
BE,Nace2003-7413102,les analyses statistiques des résultats de ces études
BE,Nace2003-74132,Organisation de sondages
BE,Nace2003-7413201,"les sondages d'opinion sur les questions politiques, économiques et sociales ainsi que l'analyse statistique des résultats"
BE,Nace2003-7414,Conseil pour les affaires et la gestion
BE,Nace2003-74141,Bureau de relations publiques
BE,Nace2003-7414101,les conseils et l'assistance opérationnelle aux entreprises dans les domaines des relations publiques et de la communication
BE,Nace2003-7414102,l'arbitrage et la conciliation entre la direction des entreprises et ses salariés
BE,Nace2003-74142,Autres conseils pour les affaires et le management
BE,Nace2003-7414201,"les conseils et l'assistance aux entreprises et aux services publics en matière de planification, d'organisation, de recherche du rendement, de contrôle, d'information du gestion, etc."
BE,Nace2003-7414202,"le calcul des coûts et des profits des mesures proposées en matière de planification, d'organisation, de rendement, etc."
BE,Nace2003-7414203,les activités d'audit général
BE,Nace2003-7414204,les conseils en gestion donnés par exemple par des agronomes ou des économistes agricoles auprès d'exploitations agricoles etc.
BE,Nace2003-7415,Activités de gestion et d'administration de holdings et de centres de coordination
BE,Nace2003-74151,Activités de gestion et d'administration de holdings
BE,Nace2003-7415101,"activités de gestion et d'administration de holdings: l'intervention dans la gestion journalière, la représentation des entreprises sur base de la possession ou du contrôle du du capital social et aut"
BE,Nace2003-7415102,la détention à long terme des actions émanant de plusieurs autres entreprises classées dans différents secteurs économiques
BE,Nace2003-74152,Centres de coordination
BE,Nace2003-7415201,"centres de coordination: la prestation de services financiers et les activités de management assurées par les étatsmajors régionaux agréés de groupes multinationaux, pour les besoins de leurs propres"
BE,Nace2003-742,Activités d'architecture et d'ingénierie
BE,Nace2003-7420,Activités d'architecture et d'ingénierie
BE,Nace2003-74201,Bureau d'architecte
BE,Nace2003-7420101,les activités de conseil en matière d'architecture au maître d'ouvrage
BE,Nace2003-7420102,la conception de bâtiments et l'établissement de plans
BE,Nace2003-7420103,"la surveillance des travaux de construction (gros oeuvre, installation, travaux de finition, etc.)"
BE,Nace2003-7420104,les études et le conseil en matière d'aménagement urbain et d'architecture paysagère
BE,Nace2003-7420105,"la conception de jardins, de parcs, etc."
BE,Nace2003-7420106,la conduite des opérations de gros entretien des bâtiments
BE,Nace2003-74202,Bureau de géomètre
BE,Nace2003-7420201,les activités des géomètres-experts immobiliers
BE,Nace2003-7420202,les activités des économistes en construction
BE,Nace2003-7420203,l'établissement de levées topographiques et le bornage des propriétés
BE,Nace2003-7420204,le calcul du métré des ouvrages
BE,Nace2003-74203,Études techniques et activités d'ingénierie
BE,Nace2003-7420301,"la conception et la réalisation de projets intéressant le génie électrique et électronique, le génie minier, le génie chimique, le génie mécanique, le génie industriel, l'ingénierie de systèmes, les t"
BE,Nace2003-7420302,le dessin industriel
BE,Nace2003-7420303,"l'élaboration de projets faisant appel au génie acoustique, aux techniques de la climatisation, de la réfrigération, de l'assainissement et de la lutte contre la pollution, etc."
BE,Nace2003-7420304,"l'élaboration de projets comportant des activités ayant trait au génie civil ou de bâtiment, au génie hydraulique et à la technique du trafic"
BE,Nace2003-7420305,"les activités géologiques et de prospection: observation et mesures de surface pour recueillir des informations sur la structure du sous-sol et l'emplacement des gisements de pétrole,gaz naturel,minér"
BE,Nace2003-7420306,"les activités de levé géodésique: levé hydrographique, souterrain, de délimitation; cartographie et activ. de collecte de données géographiques, y compris par la photographie aérienne; levé à des fins"
BE,Nace2003-7420307,l'établissement de prévisions météorologiques
BE,Nace2003-743,Activités de contrôle et analyses techniques
BE,Nace2003-7430,Activités de contrôle et analyses techniques
BE,Nace2003-74301,Contrôle technique automobile et autres centres de diagnostic pour véhicules automobiles
BE,Nace2003-7430101,contrôle technique automobile et autres centres de diagnostic pour véhicules automobiles
BE,Nace2003-74302,Autres essais et analyses techniques
BE,Nace2003-7430201,"les essais et les analyses portant sur la composition,caractéristiques physiques,performances,conformité à des textes réglementaires et à des normes ou à un cahier des charges de matériaux, de produit"
BE,Nace2003-7430202,"les essais ou les analyses en laboratoire visant à la vérification du fonctionnement, du vieillissement ou de la sécurité des installations et matériels"
BE,Nace2003-7430203,"la réalisation de mesures concernant la pureté de l'eau ou de l'air, de mesures de la radioactivité et d'autres phénomènes analogues, l'analyse des sources potentielles de la pollution telles que la f"
BE,Nace2003-7430204,les activités d'essais dans le domaine de l'hygiène alimentaire
BE,Nace2003-7430205,le contrôle des calculs des éléments de constructions
BE,Nace2003-7430206,"la certification des navires, des aéronefs, des véhicules automobiles, des conteneurs sous pression, des installations nucléaires, etc."
BE,Nace2003-744,Publicité
BE,Nace2003-7440,Publicité
BE,Nace2003-74401,Agences de publicité
BE,Nace2003-7440101,"la conception et la réalisation de campagnes publicitaires pour des tiers, en utilisant tous les médias"
BE,Nace2003-7440102,"la création et le placement de publicités: affiches, panneaux publicitaires, journaux lumineux, enseignes lumineuses au néon, affichage sur les autobus, etc."
BE,Nace2003-7440103,la conception de textes et de slogans publicitaires (copywriters)
BE,Nace2003-7440104,la conception de films publicitaires
BE,Nace2003-7440105,la conception d'objets publicitaires
BE,Nace2003-7440106,"la conception de techniques de publicité visant à toucher le consommateur (marketing direct) au moyen de publicité de personnalisée (publipostage), propositions de téléphoniques d'achat, etc."
BE,Nace2003-7440107,la publicité aérienne
BE,Nace2003-74402,Gestion de supports de publicité
BE,Nace2003-7440201,les régies publicitaires de médias pour la vente de temps d'antenne et d'espaces publicitaires
BE,Nace2003-7440202,"la location d'emplacements à des fins publicitaires sur des panneaux, autour des terrains de sport, dans les halls de gare, etc."
BE,Nace2003-7440203,"la distribution à domicilie d'échantillons, de prospectus publicitaires et d'autre matériel de publicité, y compris les journaux publicitaires régionaux et similaires"
BE,Nace2003-74403,Étalagistes et similaires
BE,Nace2003-7440301,les activités d'étalagiste
BE,Nace2003-7440302,"la conception de showrooms, etc."
BE,Nace2003-745,Sélection et fourniture de personnel
BE,Nace2003-7450,Sélection et fourniture de personnel
BE,Nace2003-74501,Sélection de personnel et placement
BE,Nace2003-7450101,"la recherche, la sélection, l'orientation et le placement de personnel à l'intention de l'employeur potentiel ou du demandeur d'emploi: formulation des descriptions de postes;sélection et examen des c"
BE,Nace2003-7450102,"les activités de recherche et de placement de cadres (""chasseurs de têtes"")"
BE,Nace2003-7450103,"le placement, pour compte des entreprises, de personnel ayant perdu son travail par suite d'une réorganisation (outplacement)"
BE,Nace2003-7450104,"les services publics pour l'emploi, y compris éventuellement leurs activités de formation professionnelle (Office communautaire et régional de la formation professionnelle et de l'emploi, ORBEM, etc.)"
BE,Nace2003-7450105,les agences locales pour l'emploi (ALE)
BE,Nace2003-74502,Agences d'intérimaires et fourniture de personnel temporaire
BE,Nace2003-7450201,"les activités de placement de main-d'oeuvre temporaire: fourniture à des tiers, sur une base essentiellement temporaire, de personnel recruté et rémunéré par l'agence de travail temporaire"
BE,Nace2003-74503,"Agences de mannequins, hôtesses et similaires"
BE,Nace2003-7450301,"agences de mannequins, hôtesses et similaires"
BE,Nace2003-746,Enquêtes et sécurité
BE,Nace2003-7460,Enquêtes et sécurité
BE,Nace2003-74601,Entreprise de gardiennage et service de sécurité
BE,Nace2003-7460101,"les activités de surveillance, de garde et autres activités de protection des personnes ou des biens: gardes du corps, patrouilles urbaines, surveillance d'habitations, bureaux, usines,chantiers,hôtel"
BE,Nace2003-7460102,les activités de conseil en matière de sécurité industrielle de sécurité des ménages et des services publics
BE,Nace2003-7460103,le transport de fonds et d'objets précieux
BE,Nace2003-7460104,le dressage des chiens de garde
BE,Nace2003-74602,Service de recherches et bureau de détective
BE,Nace2003-7460201,les activités d'enquête
BE,Nace2003-7460202,les activités des détectives privés
BE,Nace2003-747,Nettoyage industriel
BE,Nace2003-7470,Nettoyage industriel
BE,Nace2003-74700,Nettoyage industriel
BE,Nace2003-7470001,"le nettoyage intérieur de bâtiments de tous types, y compris les bureaux, les usines, les ateliers, les locaux d'institutions et autres locaux à usage commercial ou professionnel ainsi que les immeubl"
BE,Nace2003-7470002,le nettoyage des vitres
BE,Nace2003-7470003,"le ramonage des cheminées et le nettoyage des âtres, des fourneaux, des incinérateurs des chaudières, des gaines de ventilation et des dispositifs d'évacuation de fumées"
BE,Nace2003-7470004,"les activités de désinfection et de destruction des parasites dans les bâtiments, les navires, les trains, etc."
BE,Nace2003-7470005,"le nettoyage des trains, des autobus, des avions, des navires, etc., y compris les navires pétroliers"
BE,Nace2003-748,Services divers fournis principalement aux entreprises
BE,Nace2003-7481,Activités photographiques
BE,Nace2003-74811,Studios et autres activités photographiques
BE,Nace2003-7481101,"la production photographique réalisée à titre commercial ou privé: photos d'identité,de classe,de mariage,etc.; photogr. publicitaires,d'édition,de mode,à des fins immobilières ou touristiques,etc.; p"
BE,Nace2003-7481102,l'exploitation de machines automatiques de photographie
BE,Nace2003-7481103,le tournage de reportages vidéo sur des mariages et autres événements similaires
BE,Nace2003-74812,Laboratoires photographiques
BE,Nace2003-7481201,"le traitement des films: développement, tirage et agrandissement de photos ou de films réalisés par les clients, montage de diapositives, copie, restauration et retouche de photographies et de films"
BE,Nace2003-7482,Conditionnement à façon
BE,Nace2003-74820,Conditionnement à façon
BE,Nace2003-7482001,"les activités de conditionnement (automatique ou non) pour des tiers de produits divers: remplissage d'atomiseurs; embouteillage, remplissage de boîtes de boissons; emballage de denrées aliment.(y com"
BE,Nace2003-7482002,"l'étiquetage, l'estampillage et le scellage"
BE,Nace2003-7482003,l'emballage de colis et de paquets-cadeaux
BE,Nace2003-7483,Secrétariat et traduction
BE,Nace2003-74831,Secrétariats
BE,Nace2003-7483101,les activités de sténographie
BE,Nace2003-7483102,les travaux de dactylographie
BE,Nace2003-7483103,"les autres travaux de secrétariat tels que la transcription de bandes ou de disques, la copie (y compris les activités des ""copycenters""), l'exécution de calques, de polycopiés et les activités analog"
BE,Nace2003-7483104,la domiciliation téléphonique pour compte des entreprises
BE,Nace2003-7483105,la correction sur épreuves
BE,Nace2003-74832,Services de traduction et interprètes
BE,Nace2003-7483201,services de traduction et interprètes
BE,Nace2003-74833,Routage
BE,Nace2003-7483301,"le mailing direct: l'adressage, la mise sous enveloppe et l'expédition (à partir de fichiers d'adresses constitués ou non par l'unité) de matériau éventuellement publicitaire"
BE,Nace2003-7483302,l'adressage et le groupage de journaux et de périodiques
BE,Nace2003-7483303,les messageries de journaux et de périodiques et la livraison de ceux-ci à domicile
BE,Nace2003-74834,Secrétariats sociaux
BE,Nace2003-7483401,"l'accomplissement pour le compte des entreprises des formalités légales en matière de sécurité sociale (inscription à l'ONSS,versement des cotisations,etc) et d'impôts (versement du précompte profess."
BE,Nace2003-7483402,"l'accomplissement pour le compte des entreprises des obligations légales en matière de pensions des travailleurs, d'allocations familiales, d'assurance accidents de travail, d'assurance maladie-invali"
BE,Nace2003-7483403,"le calcul des salaires, l'établissement d'attestations de travail, d'attestations de chômage, etc."
BE,Nace2003-74835,Autres activités d'administration n.d.a.
BE,Nace2003-7483501,l'assistance administratrice aux apprentis pendant leur stage (secrétariats d'apprentissage)
BE,Nace2003-7483502,les activités des offices de tarification
BE,Nace2003-7483503,"les autres activités d'administration, n.d.a."
BE,Nace2003-7484,Autres services aux entreprises
BE,Nace2003-74841,Ventes aux enchères
BE,Nace2003-7484101,"l'exploitation ou l'organisation de: criées aux fruits, criées horticoles, criées aux poissons, etc."
BE,Nace2003-7484102,l'exploitation ou l'organisation de: ventes aux enchères de véhicules automobiles d'occasion
BE,Nace2003-7484103,"l'exploitation ou l'organisation de: ventes aux enchères d'objets d'art, etc."
BE,Nace2003-74842,"Organisation de salons, expositions et bourses"
BE,Nace2003-7484201,"l'organisation de foires, d'expositions et de salons professionnels"
BE,Nace2003-7484202,l'organisation de défilés de mode
BE,Nace2003-7484203,"l'organisation de congrès, de rencontres scientifiques ou culturelles, de séminaires, etc."
BE,Nace2003-7484204,l'organisation d'expositions et de défilés d'animaux
BE,Nace2003-7484205,"la conception, la fourniture et l'installation de stands d'exposition"
BE,Nace2003-74843,Recouvrement de factures et évaluation de la solvabilité
BE,Nace2003-7484301,le recouvrement de factures
BE,Nace2003-7484302,l'évaluation de la solvabilité et de la respectabilité d'un particulier ou d'une entreprise
BE,Nace2003-74844,Décorateurs d'intérieurs
BE,Nace2003-7484401,décorateurs d'intérieurs
BE,Nace2003-74845,Centre d'entreprises
BE,Nace2003-7484501,les activités d'aide à des jeunes entreprises durant leur période de démarrage: mise à disposition de locaux appropriés à un loyer relativement bas; offre d'une gamme de services collectifs; conseil e
BE,Nace2003-74846,Activités relatives à l'émission de coupons de réduction et de timbres-prime
BE,Nace2003-7484601,activités relatives à l'émission de coupons de réduction et de timbres-prime
BE,Nace2003-74847,"Création de modèles pour le textile, l'habillement, les bijoux, les meubles et les objets de décoration"
BE,Nace2003-7484701,"la création de modèles pour les articles textiles, les articles d'habillement,les chaussures,les bijoux,les meubles,les objets de décoration intérieure et autres articles de mode ainsi que pour les au"
BE,Nace2003-7484702,la réalisation de maquettes et de modèles réduits
BE,Nace2003-74848,Imprésarios et agences de théâtre
BE,Nace2003-7484801,"les activités exercées par des agents ou des agences pour des particuliers,consistant à obtenir un engagement dans des pièces,films,spectacles,etc., et à placer des livres,oeuvres d'art,photos,etc. ch"
BE,Nace2003-74849,Autres services aux entreprises n.d.a.
BE,Nace2003-7484901,"les activités d'expertise de biens mobiliers, autres que celles qui ont trait à l'assurance"
BE,Nace2003-7484902,les activités des lobbyistes
BE,Nace2003-7484903,"le relèvement de compteurs de consommation (gaz,électricité, eau, calories, etc.) pour le compte de tiers"
BE,Nace2003-7484904,"l'intermédiation en fonds de commerce, c'est-à-dire l'organisation de l'achat ou de la vente de petits et moyens fonds de commerce, y compris de cabinets de professions libérales"
BE,Nace2003-7484905,la télévente aux consommateurs pour le compte de tiers
BE,Nace2003-7484906,les autres services fournis principalement aux entreprises n.d.a.
BE,Nace2003-7485,Secrétariat et traduction
BE,Nace2003-74851,Secrétariats
BE,Nace2003-74852,Services de traduction et interprètes
BE,Nace2003-74853,Routages
BE,Nace2003-74854,Secrétariats sociaux
BE,Nace2003-74855,Autres activités d'administration n.d.a.
BE,Nace2003-7486,Activités de centres d'appels
BE,Nace2003-74860,Activités de centres d'appels
BE,Nace2003-7487,Autres services aux entreprises n.d.a.
